date,open,high,low,close,adj_close,volume
2024-09-14,15418.7001953125,15430.0,15337.900390625,15418.7001953125,15418.7001953125,0.0
2024-09-15,15418.7001953125,15430.0,15337.900390625,15418.7001953125,15418.7001953125,0.0
2024-09-16,15393.0,15401.0,15347.0,15393.0,15393.0,0.0
2024-09-17,15385.0,15386.0,15298.5,15385.0,15385.0,0.0
2024-09-18,15345.0,15367.599609375,15234.2998046875,15345.0,15345.0,0.0
2024-09-19,15300.2001953125,15391.0,14894.5,15300.2001953125,15300.2001953125,0.0
2024-09-20,15197.599609375,15227.0,15033.599609375,15197.599609375,15197.599609375,0.0
2024-09-21,15197.599609375,15227.0,15033.599609375,15197.599609375,15197.599609375,0.0
2024-09-22,15197.599609375,15227.0,15033.599609375,15197.599609375,15197.599609375,0.0
2024-09-23,15154.0,15232.099609375,15147.0,15154.0,15154.0,0.0
2024-09-24,15174.099609375,15204.7001953125,15117.2998046875,15174.099609375,15174.099609375,0.0
2024-09-25,15121.099609375,15178.099609375,15008.2998046875,15121.099609375,15121.099609375,0.0
2024-09-26,15201.5,15204.0,14975.7001953125,15201.5,15201.5,0.0
2024-09-27,15070.0,15161.7001953125,15019.2998046875,15070.0,15070.0,0.0
2024-09-28,15070.0,15161.7001953125,15019.2998046875,15070.0,15070.0,0.0
2024-09-29,15070.0,15161.7001953125,15019.2998046875,15070.0,15070.0,0.0
2024-09-30,15118.0,15197.2998046875,14935.900390625,15118.0,15118.0,0.0
2024-10-01,15170.599609375,15250.099609375,15148.7998046875,15170.599609375,15170.599609375,0.0
2024-10-02,15260.599609375,15289.900390625,15187.2001953125,15260.599609375,15260.599609375,0.0
2024-10-03,15324.0,15507.900390625,15294.0,15324.0,15324.0,0.0
2024-10-04,15457.0,15719.0,15400.5,15457.0,15457.0,0.0
2024-10-05,15457.0,15719.0,15400.5,15457.0,15457.0,0.0
2024-10-06,15457.0,15719.0,15400.5,15457.0,15457.0,0.0
2024-10-07,15650.0,15756.900390625,15579.7001953125,15650.0,15650.0,0.0
2024-10-08,15744.0,15744.0,15628.0,15744.0,15744.0,0.0
2024-10-09,15682.400390625,15684.0,15567.7001953125,15682.400390625,15682.400390625,0.0
2024-10-10,15664.599609375,15719.0,15585.2001953125,15664.599609375,15664.599609375,0.0
2024-10-11,15670.900390625,15682.0,15535.599609375,15670.900390625,15670.900390625,0.0
2024-10-12,15670.900390625,15682.0,15535.599609375,15670.900390625,15670.900390625,0.0
2024-10-13,15670.900390625,15682.0,15535.599609375,15670.900390625,15670.900390625,0.0
2024-10-14,15562.0,15612.5,15547.099609375,15562.0,15562.0,0.0
2024-10-15,15573.0,15598.2001953125,15509.7998046875,15573.0,15573.0,0.0
2024-10-16,15578.599609375,15580.0,15495.599609375,15578.599609375,15578.599609375,0.0
2024-10-17,15583.900390625,15587.0,15482.2001953125,15583.900390625,15583.900390625,0.0
2024-10-18,15493.0,15525.0,15441.0,15493.0,15493.0,0.0
2024-10-19,15493.0,15525.0,15441.0,15493.0,15493.0,0.0
2024-10-20,15493.0,15525.0,15441.0,15493.0,15493.0,0.0
2024-10-21,15467.0,15544.2001953125,15421.0,15467.0,15467.0,0.0
2024-10-22,15556.0,15575.7001953125,15515.0,15556.0,15556.0,0.0
2024-10-23,15586.0,15687.5,15545.7001953125,15586.0,15586.0,0.0
2024-10-24,15663.0,15664.0,15548.599609375,15663.0,15663.0,0.0
2024-10-25,15621.5,15686.099609375,15581.0,15621.5,15621.5,0.0
2024-10-26,15621.5,15686.099609375,15581.0,15621.5,15621.5,0.0
2024-10-27,15621.5,15686.099609375,15581.0,15621.5,15621.5,0.0
2024-10-28,15688.099609375,15742.5,15633.0,15688.099609375,15688.099609375,0.0
2024-10-29,15747.0,15784.7998046875,15717.7998046875,15747.0,15747.0,0.0
2024-10-30,15768.0,15768.0,15628.099609375,15768.0,15768.0,0.0
2024-10-31,15695.5,15751.2001953125,15672.5,15695.5,15695.5,0.0
2024-11-01,15713.0,15794.0,15633.2001953125,15713.0,15713.0,0.0
2024-11-02,15713.0,15794.0,15633.2001953125,15713.0,15713.0,0.0
2024-11-03,15713.0,15794.0,15633.2001953125,15713.0,15713.0,0.0
2024-11-04,15842.0,15842.0,15719.0,15842.0,15842.0,0.0
2024-11-05,15790.0,15791.900390625,15707.7001953125,15790.0,15790.0,0.0
2024-11-06,15665.0,15883.099609375,14476.5,15665.0,15665.0,0.0
2024-11-07,15818.2001953125,15833.7998046875,15575.0,15818.2001953125,15818.2001953125,0.0
2024-11-08,15558.0,15694.2998046875,14873.7998046875,15558.0,15558.0,0.0
2024-11-09,15558.0,15694.2998046875,14873.7998046875,15558.0,15558.0,0.0
2024-11-10,15558.0,15694.2998046875,14873.7998046875,15558.0,15558.0,0.0
2024-11-11,15647.2001953125,15761.599609375,15636.7998046875,15647.2001953125,15647.2001953125,0.0
2024-11-12,15765.0,15813.7001953125,15674.400390625,15765.0,15765.0,0.0
2024-11-13,15788.900390625,15819.0,15625.0,15788.900390625,15788.900390625,0.0
2024-11-14,15847.2001953125,15976.400390625,15756.099609375,15847.2001953125,15847.2001953125,0.0
2024-11-15,15933.2998046875,15973.0,15809.400390625,15933.2998046875,15933.2998046875,0.0
2024-11-16,15933.2998046875,15973.0,15809.400390625,15933.2998046875,15933.2998046875,0.0
2024-11-17,15933.2998046875,15973.0,15809.400390625,15933.2998046875,15933.2998046875,0.0
2024-11-18,15891.2998046875,15863.5,15818.7001953125,15891.2998046875,15891.2998046875,0.0
2024-11-19,15831.5830078125,15909.150390625,15830.0,15806.099609375,15806.099609375,0.0
2024-11-20,15817.099609375,15918.2001953125,15792.099609375,15817.099609375,15817.099609375,0.0
2024-11-21,15913.0,15952.7998046875,15797.599609375,15913.0,15913.0,0.0
2024-11-22,15816.900390625,15956.900390625,15790.900390625,15816.900390625,15816.900390625,0.0
2024-11-23,15816.900390625,15956.900390625,15790.900390625,15816.900390625,15816.900390625,0.0
2024-11-24,15816.900390625,15956.900390625,15790.900390625,15816.900390625,15816.900390625,0.0
2024-11-25,15940.0,15937.0,15785.5,15940.0,15940.0,0.0
2024-11-26,15901.2001953125,15938.0,15851.0,15901.2001953125,15901.2001953125,0.0
2024-11-27,15930.0,15930.0,15810.400390625,15930.0,15930.0,0.0
2024-11-28,15863.5,15886.099609375,15816.599609375,15863.5,15863.5,0.0
2024-11-29,15878.0,15879.0,15794.0,15878.0,15878.0,0.0
2024-11-30,15878.0,15879.0,15794.0,15878.0,15878.0,0.0
2024-12-01,15878.0,15879.0,15794.0,15878.0,15878.0,0.0
2024-12-02,15829.0,15916.0,15829.0,15829.0,15829.0,0.0
2024-12-03,15910.0,15955.2001953125,15883.099609375,15910.0,15910.0,0.0
2024-12-04,15940.0,15975.0,15874.900390625,15940.0,15940.0,0.0
2024-12-05,15906.599609375,15916.099609375,15813.099609375,15906.599609375,15906.599609375,0.0
2024-12-06,15839.7998046875,15859.0,15705.5,15839.7998046875,15839.7998046875,0.0
2024-12-07,15839.7998046875,15859.0,15705.5,15839.7998046875,15839.7998046875,0.0
2024-12-08,15839.7998046875,15859.0,15705.5,15839.7998046875,15839.7998046875,0.0
2024-12-09,15825.7998046875,15900.7001953125,15805.0,15825.7998046875,15825.7998046875,0.0
2024-12-10,15864.0,15886.599609375,15827.2998046875,15864.0,15864.0,0.0
2024-12-11,15908.0,15958.0,15848.0,15908.0,15908.0,0.0
2024-12-12,15963.0,15967.0,15914.900390625,15963.0,15963.0,0.0
2024-12-13,15967.400390625,16040.7001953125,15926.099609375,15967.400390625,15967.400390625,0.0
2024-12-14,15967.400390625,16040.7001953125,15926.099609375,15967.400390625,15967.400390625,0.0
2024-12-15,15967.400390625,16040.7001953125,15926.099609375,15967.400390625,15967.400390625,0.0
2024-12-16,16025.7998046875,16034.7001953125,15917.7001953125,16025.7998046875,16025.7998046875,0.0
2024-12-17,15955.0,16153.900390625,15837.2998046875,15955.0,15955.0,0.0
2024-12-18,15926.2001953125,16129.900390625,15926.2001953125,15926.2001953125,15926.2001953125,0.0
2024-12-19,16145.2998046875,16389.0,15970.400390625,16145.2998046875,16145.2998046875,0.0
2024-12-20,15981.2998046875,16329.900390625,15892.599609375,15981.2998046875,15981.2998046875,0.0
2024-12-21,15981.2998046875,16329.900390625,15892.599609375,15981.2998046875,15981.2998046875,0.0
2024-12-22,15981.2998046875,16329.900390625,15892.599609375,15981.2998046875,15981.2998046875,0.0
2024-12-23,16159.2998046875,16211.2998046875,16092.2998046875,16159.2998046875,16159.2998046875,0.0
2024-12-24,16217.599609375,16220.0,16135.400390625,16217.599609375,16217.599609375,0.0
2024-12-25,15970.7998046875,16243.0,14210.900390625,15970.7998046875,15970.7998046875,0.0
2024-12-26,15069.400390625,16224.900390625,15069.400390625,15069.400390625,15069.400390625,0.0
2024-12-27,16189.0,16283.099609375,15798.2998046875,16189.0,16189.0,0.0
2024-12-28,16189.0,16283.099609375,15798.2998046875,16189.0,16189.0,0.0
2024-12-29,16189.0,16283.099609375,15798.2998046875,16189.0,16189.0,0.0
2024-12-30,16178.0,16228.0,16059.7001953125,16178.0,16178.0,0.0
2024-12-31,16085.599609375,16219.0,16050.900390625,16085.599609375,16085.599609375,0.0
2025-01-01,16085.599609375,16219.0,16050.900390625,16085.599609375,16085.599609375,0.0
2025-01-02,16230.5,16257.0,16117.7001953125,16230.5,16230.5,0.0
2025-01-03,16201.099609375,16244.0,16158.599609375,16201.099609375,16201.099609375,0.0
2025-01-04,16201.099609375,16244.0,16158.599609375,16201.099609375,16201.099609375,0.0
2025-01-05,16201.099609375,16244.0,16158.599609375,16201.099609375,16201.099609375,0.0
2025-01-06,16178.7998046875,16220.5,16033.7001953125,16178.7998046875,16178.7998046875,0.0
2025-01-07,16179.099609375,16189.599609375,16122.7001953125,16179.099609375,16179.099609375,0.0
2025-01-08,16157.7001953125,16253.5,16130.599609375,16157.7001953125,16157.7001953125,0.0
2025-01-09,16187.599609375,16272.0,16155.0,16187.599609375,16187.599609375,0.0
2025-01-10,16237.0,16258.900390625,15397.7001953125,16237.0,16237.0,0.0
2025-01-11,16237.0,16258.900390625,15397.7001953125,16237.0,16237.0,0.0
2025-01-12,16237.0,16258.900390625,15397.7001953125,16237.0,16237.0,0.0
2025-01-13,16268.0,16613.80078125,16252.0,16268.0,16268.0,0.0
2025-01-14,16295.2001953125,16341.0,16218.2998046875,16295.2001953125,16295.2001953125,0.0
2025-01-15,16320.0,16399.0,16154.099609375,16320.0,16320.0,0.0
2025-01-16,16360.7998046875,16422.30078125,16229.4404296875,16360.7998046875,16360.7998046875,0.0
2025-01-17,16368.7998046875,16410.0,16279.900390625,16368.7998046875,16368.7998046875,0.0
2025-01-18,16368.7998046875,16410.0,16279.900390625,16368.7998046875,16368.7998046875,0.0
2025-01-19,16368.7998046875,16410.0,16279.900390625,16368.7998046875,16368.7998046875,0.0
2025-01-20,16367.099609375,16394.0,16156.2998046875,16367.099609375,16367.099609375,0.0
2025-01-21,16245.0,16369.099609375,16245.0,16245.0,16245.0,0.0
2025-01-22,16330.7998046875,16338.0,15239.2001953125,16330.7998046875,16330.7998046875,0.0
2025-01-23,16232.7998046875,16290.099609375,16170.2001953125,16232.7998046875,16232.7998046875,0.0
2025-01-24,16230.900390625,16234.0,16090.400390625,16230.900390625,16230.900390625,0.0
2025-01-25,16230.900390625,16234.0,16090.400390625,16230.900390625,16230.900390625,0.0
2025-01-26,16230.900390625,16234.0,16090.400390625,16230.900390625,16230.900390625,0.0
2025-01-27,16164.900390625,16234.0,16141.0,16164.900390625,16164.900390625,0.0
2025-01-28,16155.599609375,16246.0,16140.099609375,16155.599609375,16155.599609375,0.0
2025-01-29,15881.2001953125,16269.2998046875,15960.599609375,15881.2001953125,15881.2001953125,0.0
2025-01-30,16238.0,16263.7998046875,16210.599609375,16238.0,16238.0,0.0
2025-01-31,16274.5,16327.400390625,16177.7001953125,16274.5,16274.5,0.0
2025-02-01,16274.5,16327.400390625,16177.7001953125,16274.5,16274.5,0.0
2025-02-02,16274.5,16327.400390625,16177.7001953125,16274.5,16274.5,0.0
2025-02-03,16341.2998046875,16483.0,15995.2001953125,16341.2998046875,16341.2998046875,0.0
2025-02-04,16320.0,16386.69921875,16286.0,16320.0,16320.0,0.0
2025-02-05,16299.099609375,16332.2998046875,16271.400390625,16299.099609375,16299.099609375,0.0
2025-02-06,16298.099609375,16350.7998046875,16298.900390625,16298.099609375,16298.099609375,0.0
2025-02-07,16327.0,16341.0,16162.900390625,16327.0,16327.0,0.0
2025-02-08,16327.0,16341.0,16162.900390625,16327.0,16327.0,0.0
2025-02-09,16327.0,16341.0,16162.900390625,16327.0,16327.0,0.0
2025-02-10,16314.7001953125,16364.2998046875,16270.0,16314.7001953125,16314.7001953125,0.0
2025-02-11,16330.099609375,16396.19921875,16329.2001953125,16330.099609375,16330.099609375,0.0
2025-02-12,16343.2998046875,16395.0,16263.400390625,16343.2998046875,16343.2998046875,0.0
2025-02-13,16375.0,16382.900390625,16251.0,16375.0,16375.0,0.0
2025-02-14,16219.0,16295.400390625,15607.5,16219.0,16219.0,0.0
2025-02-15,16219.0,16295.400390625,15607.5,16219.0,16219.0,0.0
2025-02-16,16219.0,16295.400390625,15607.5,16219.0,16219.0,0.0
2025-02-17,16173.0,16245.7998046875,16172.2001953125,16173.0,16173.0,0.0
2025-02-18,16220.0,16348.599609375,16220.0,16220.0,16220.0,0.0
2025-02-19,16317.0,16386.5,16289.2998046875,16317.0,16317.0,0.0
2025-02-20,16346.400390625,16357.0,16253.7001953125,16346.400390625,16346.400390625,0.0
2025-02-21,16245.099609375,16347.7001953125,16245.099609375,16245.099609375,16245.099609375,0.0
2025-02-22,16245.099609375,16347.7001953125,16245.099609375,16245.099609375,16245.099609375,0.0
2025-02-23,16245.099609375,16347.7001953125,16245.099609375,16245.099609375,16245.099609375,0.0
2025-02-24,16278.0,16316.2998046875,16218.5,16278.0,16278.0,0.0
2025-02-25,16279.2998046875,16393.19921875,16271.7001953125,16279.2998046875,16279.2998046875,0.0
2025-02-26,16314.0,16406.099609375,16234.419921875,16314.0,16314.0,0.0
2025-02-27,16367.400390625,16527.599609375,16366.0,16367.400390625,16367.400390625,0.0
2025-02-28,16553.69921875,16606.400390625,16492.0,16553.69921875,16553.69921875,0.0
2025-03-01,16553.69921875,16606.400390625,16492.0,16553.69921875,16553.69921875,0.0
2025-03-02,16553.69921875,16606.400390625,16492.0,16553.69921875,16553.69921875,0.0
2025-03-03,16522.0,16573.0,16054.900390625,16522.0,16522.0,0.0
2025-03-04,16451.19921875,16454.0,16391.80078125,16451.19921875,16451.19921875,0.0
2025-03-05,16379.0,16419.099609375,16242.7001953125,16379.0,16379.0,0.0
2025-03-06,16268.900390625,16368.0,16247.5,16268.900390625,16268.900390625,0.0
2025-03-07,16322.099609375,16347.599609375,15929.2998046875,16322.099609375,16322.099609375,0.0
2025-03-08,16322.099609375,16347.599609375,15929.2998046875,16322.099609375,16322.099609375,0.0
2025-03-09,16322.099609375,16347.599609375,15929.2998046875,16322.099609375,16322.099609375,0.0
2025-03-10,16292.599609375,16372.599609375,16264.099609375,16292.599609375,16292.599609375,0.0
2025-03-11,16324.0,16472.900390625,16323.0,16324.0,16324.0,0.0
2025-03-12,16433.900390625,16486.80078125,16412.5,16433.900390625,16433.900390625,0.0
2025-03-13,16305.599609375,16452.400390625,16305.599609375,16305.599609375,16305.599609375,0.0
2025-03-14,16259.2998046875,16413.19921875,16259.2998046875,16259.2998046875,16259.2998046875,0.0
2025-03-15,16259.2998046875,16413.19921875,16259.2998046875,16259.2998046875,16259.2998046875,0.0
2025-03-16,16259.2998046875,16413.19921875,16259.2998046875,16259.2998046875,16259.2998046875,0.0
2025-03-17,16321.0,16439.400390625,16314.7001953125,16321.0,16321.0,0.0
2025-03-18,16370.0,16553.19921875,16370.0,16370.0,16370.0,0.0
2025-03-19,16514.5,16556.599609375,16499.80078125,16514.5,16514.5,0.0
2025-03-20,16330.2998046875,16525.19921875,16330.2998046875,16330.2998046875,16330.2998046875,0.0
2025-03-21,16428.5,16529.19921875,16428.5,16428.5,16428.5,0.0
2025-03-22,16428.5,16529.19921875,16428.5,16428.5,16428.5,0.0
2025-03-23,16428.5,16529.19921875,16428.5,16428.5,16428.5,0.0
2025-03-24,16519.0,16594.400390625,16491.0,16519.0,16519.0,0.0
2025-03-25,16575.80078125,16650.30078125,16549.0,16575.80078125,16575.80078125,0.0
2025-03-26,16621.0,16622.30078125,16530.80078125,16621.0,16621.0,0.0
2025-03-27,16629.0,16629.0,16518.0,16629.0,16629.0,0.0
2025-03-28,16560.900390625,16592.599609375,16504.900390625,16560.900390625,16560.900390625,0.0
2025-03-29,16560.900390625,16592.599609375,16504.900390625,16560.900390625,16560.900390625,0.0
2025-03-30,16560.900390625,16592.599609375,16504.900390625,16560.900390625,16560.900390625,0.0
2025-03-31,16575.0,16670.099609375,16535.19921875,16575.0,16575.0,0.0
2025-04-01,16652.0,16749.0,16622.400390625,16652.0,16652.0,0.0
2025-04-02,16731.400390625,16741.0,16672.5,16731.400390625,16731.400390625,0.0
2025-04-03,16739.0,16784.0,16368.5,16739.0,16739.0,0.0
2025-04-04,16739.80078125,16739.80078125,16736.400390625,16739.80078125,16739.80078125,0.0
2025-04-05,16739.80078125,16739.80078125,16736.400390625,16739.80078125,16739.80078125,0.0
2025-04-06,16739.80078125,16739.80078125,16736.400390625,16739.80078125,16739.80078125,0.0
2025-04-07,16738.0,17322.599609375,15955.7998046875,16738.0,16738.0,0.0
2025-04-08,16855.69921875,16969.69921875,16605.5,16855.69921875,16855.69921875,0.0
2025-04-09,17051.900390625,17082.5,16650.69921875,17051.900390625,17051.900390625,0.0
2025-04-10,16805.5,16887.80078125,16539.5,16805.5,16805.5,0.0
2025-04-11,16833.80078125,16854.900390625,16508.099609375,16833.80078125,16833.80078125,0.0
2025-04-12,16833.80078125,16854.900390625,16508.099609375,16833.80078125,16833.80078125,0.0
2025-04-13,16833.80078125,16854.900390625,16508.099609375,16833.80078125,16833.80078125,0.0
2025-04-14,16788.0,16831.0,16706.400390625,16788.0,16788.0,0.0
2025-04-15,16780.0,16831.5,16730.69921875,16780.0,16780.0,0.0
2025-04-16,16813.5,16858.80078125,16777.19921875,16813.5,16813.5,0.0
2025-04-17,16794.599609375,16876.599609375,16793.900390625,16794.599609375,16794.599609375,0.0
2025-04-18,16794.599609375,16876.599609375,16793.900390625,16794.599609375,16794.599609375,0.0
2025-04-19,16794.599609375,16876.599609375,16793.900390625,16794.599609375,16794.599609375,0.0
2025-04-20,16794.599609375,16876.599609375,16793.900390625,16794.599609375,16794.599609375,0.0
2025-04-21,16794.599609375,16876.599609375,16793.900390625,16794.599609375,16794.599609375,0.0
2025-04-22,16814.900390625,16871.900390625,16789.099609375,16814.900390625,16814.900390625,0.0
2025-04-23,16858.099609375,16887.5,16812.099609375,16858.099609375,16858.099609375,0.0
2025-04-24,16846.0,16885.80078125,16788.0,16846.0,16846.0,0.0
2025-04-25,16778.5,16849.599609375,16690.5,16778.5,16778.5,0.0
2025-04-26,16778.5,16849.599609375,16690.5,16778.5,16778.5,0.0
2025-04-27,16778.5,16849.599609375,16690.5,16778.5,16778.5,0.0
2025-04-28,16823.0,16862.0,16789.599609375,16823.0,16823.0,0.0
2025-04-29,16795.0,16802.0,16703.0,16795.0,16795.0,0.0
2025-04-30,16711.900390625,16724.0,16497.19921875,16711.900390625,16711.900390625,0.0
2025-05-01,16545.900390625,16631.599609375,16328.599609375,16545.900390625,16545.900390625,0.0
2025-05-02,16606.0,16609.0,15214.900390625,16606.0,16606.0,0.0
2025-05-03,16606.0,16609.0,15214.900390625,16606.0,16606.0,0.0
2025-05-04,16606.0,16609.0,15214.900390625,16606.0,16606.0,0.0
2025-05-05,16460.0,16460.69921875,15156.599609375,16460.0,16460.0,0.0
2025-05-06,16421.5,16490.0,16373.599609375,16421.5,16421.5,0.0
2025-05-07,16432.0,16547.599609375,16419.599609375,16432.0,16432.0,0.0
2025-05-08,16492.599609375,16561.0,16416.099609375,16492.599609375,16492.599609375,0.0
2025-05-09,16538.30078125,16566.0,16456.599609375,16538.30078125,16538.30078125,0.0
2025-05-10,16538.30078125,16566.0,16456.599609375,16538.30078125,16538.30078125,0.0
2025-05-11,16538.30078125,16566.0,16456.599609375,16538.30078125,16538.30078125,0.0
2025-05-12,16543.0,16706.30078125,16420.30078125,16543.0,16543.0,0.0
2025-05-13,16688.80078125,16691.0,16343.099609375,16688.80078125,16688.80078125,0.0
2025-05-14,16599.400390625,16601.0,16051.5,16599.400390625,16599.400390625,0.0
2025-05-15,16558.19921875,16572.099609375,16484.80078125,16558.19921875,16558.19921875,0.0
2025-05-16,16511.80078125,16513.0,16376.099609375,16511.80078125,16511.80078125,0.0
2025-05-17,16511.80078125,16513.0,16376.099609375,16511.80078125,16511.80078125,0.0
2025-05-18,16511.80078125,16513.0,16376.099609375,16511.80078125,16511.80078125,0.0
2025-05-19,16487.0,16488.0,16330.599609375,16487.0,16487.0,0.0
2025-05-20,16428.0,16449.0,16355.2998046875,16428.0,16428.0,0.0
2025-05-21,16403.0,16422.099609375,16221.2998046875,16403.0,16403.0,0.0
2025-05-22,16347.599609375,16354.5,16271.400390625,16347.599609375,16347.599609375,0.0
2025-05-23,16356.900390625,16356.900390625,16186.2998046875,16356.900390625,16356.900390625,0.0
2025-05-24,16356.900390625,16356.900390625,16186.2998046875,16356.900390625,16356.900390625,0.0
2025-05-25,16356.900390625,16356.900390625,16186.2998046875,16356.900390625,16356.900390625,0.0
2025-05-26,16211.0,16267.0,16141.099609375,16211.0,16211.0,0.0
2025-05-27,16243.5,16296.2001953125,16148.2001953125,16243.5,16243.5,0.0
2025-05-28,16279.0,16317.0,16258.5,16279.0,16279.0,0.0
2025-05-29,16286.0,16360.400390625,16236.2998046875,16286.0,16286.0,0.0
2025-05-30,16293.0,16355.2998046875,16248.7001953125,16293.0,16293.0,0.0
2025-05-31,16293.0,16355.2998046875,16248.7001953125,16293.0,16293.0,0.0
2025-06-01,16293.0,16355.2998046875,16248.7001953125,16293.0,16293.0,0.0
2025-06-02,16322.0,16333.7001953125,16234.099609375,16322.0,16322.0,0.0
2025-06-03,16288.5,16335.099609375,16256.900390625,16288.5,16288.5,0.0
2025-06-04,16332.400390625,16333.0,16278.099609375,16332.400390625,16332.400390625,0.0
2025-06-05,16291.5,16300.2998046875,16151.2001953125,16291.5,16291.5,0.0
2025-06-06,16246.400390625,16321.5,16224.0,16246.400390625,16246.400390625,0.0
2025-06-07,16246.400390625,16321.5,16224.0,16246.400390625,16246.400390625,0.0
